country,origin,system,status,url,date_recorded,sysID,imageID,statusID,matID
Russia,Soviet Union,1154 BMP-2(K),abandoned,https://i.postimg.cc/7Yq8y5KQ/1006-bmp2-dam-aband-06-02-24.jpg,2024-02-15,523,1091,4,7-52310914
Russia,Soviet Union,1154 BMP-2(K),abandoned,https://i.postimg.cc/vHXR8Gj8/1039-bmp2-dam-aband-29-01-24.jpg,2024-02-15,523,1092,4,7-52310924
Russia,Soviet Union,1158 BMP-2(K),abandoned,https://i.postimg.cc/Bnnc0gRT/1002-T80-BV-destr-2x-bmp1-dam-aband-23-02-23.jpg,2024-02-18,524,1096,4,7-52410964
Russia,Soviet Union,1158 BMP-2(K),abandoned,https://i.postimg.cc/rmQYgJzh/1025-bmp2-aband-17-02-24.jpg,2024-02-18,524,1097,4,7-52410974
Russia,Soviet Union,116 BTR-80,abandoned,https://i.postimg.cc/mZNMWDS4/1004-btr80-dam-aband.jpg,2022-10-21,526,1100,4,7-52611004
Russia,Soviet Union,1172 BMP-2(K),abandoned,https://i.postimg.cc/jdnxJH0P/1010-bmp2-dam-aband-28-02-24.jpg,2024-03-02,549,1151,4,7-54911514
Russia,Russia,118 BTR-82AT,abandoned,https://i.postimg.cc/8kbkD6Y0/1041-BTR-82-AT-dam-aband-02-06-24.jpg,2024-06-06,553,1157,4,7-55311574
Russia,Soviet Union,118 T-62M,abandoned,https://i.postimg.cc/YSVJHGYS/1269-T-62-M-dam-aband-20-10-24.jpg,2024-10-22,556,1171,4,7-55611714
Russia,Russia,118 T-80BVM,abandoned,https://i.postimg.cc/Qd4nbQGx/1027-t80bvm-dam-aband-27-02-24.jpg,2024-04-08,557,1175,4,7-55711754
Russia,Russia,118 T-80BVM,abandoned,https://i.postimg.cc/BnbjCBjY/1040-T80-BVM-dam-aband-04-05-24.jpg,2024-05-09,557,1179,4,7-55711794
Russia,Russia,119 BMP-3 688A-sb6-2KP,abandoned,https://i.postimg.cc/hjSXPfS3/1047-BMP-3-688-A-sb6-2-KP-aband-16-07-24.jpg,2024-07-18,564,1191,4,7-56411914
Russia,Soviet Union,119 T-62M,abandoned,https://i.postimg.cc/c1282Mk8/1321-T-62-M-aband-20-10-24.jpg,2024-10-23,569,1199,4,7-56911994
Russia,Russia,12 T-80BV Obr. 2022,abandoned,https://i.postimg.cc/Wzzr3tYf/1008-T-80-BV-Obr-2022-aband-21-01-24.jpg,2024-01-24,600,1252,4,7-60012524
Russia,Russia,12 T-80BV Obr. 2022,abandoned,https://i.postimg.cc/cJc8BfVb/1026-T-80bv-Obr2022-aband-21-01-24.jpg,2024-01-24,600,1253,4,7-60012534
Russia,Russia,12 T-90M,abandoned,https://i.postimg.cc/NfvGCqFJ/1043-t90m-dam-aband-18-02-23.jpg,2023-02-21,601,1255,4,7-60112554
Russia,Soviet Union,120 UAZ-452 van,abandoned,https://i.postimg.cc/wT68vWPY/1017-UAZ-452-dam-aband-18-08-24.jpg,2024-08-22,617,1279,4,7-61712794
Russia,Soviet Union,120mm 2B16 Nona-K howitzer,abandoned,https://i.postimg.cc/sfM2Rn9R/f13.png,2022-03-19,622,1298,4,7-62212984
Russia,Soviet Union,120mm 2B16 Nona-K howitzer,abandoned,https://i.postimg.cc/5jcQqnzn/hhj.jpg,2022-03-19,622,1299,4,7-62212994
Russia,Soviet Union,120mm 2S9 Nona,abandoned,https://i.postimg.cc/KcgFMz7v/543.png,2022-03-19,625,1311,4,7-62513114
Russia,Soviet Union,122 Unknown BMP-1/2,abandoned,https://i.postimg.cc/jdKxj2FJ/1019-2x-T64bv-destr-18-07-23.jpg,2023-07-20,644,1368,4,7-64413684
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/C18BzF3J/1039-bmp2-dam-aband-26-03-24.jpg,2024-04-08,645,1419,4,7-64514194
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/Fzhrg6r4/1032-bmp2-dam-aband-21-03-24.jpg,2024-04-08,645,1420,4,7-64514204
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/DwRcXGM5/1036-bmp2-dam-aband-15-03-24.jpg,2024-04-08,645,1421,4,7-64514214
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/D0y8Kyy3/1043-bmp2-dam-aband-09-03-24.jpg,2024-04-08,645,1422,4,7-64514224
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/bN5dKh74/1046-bmp2-dam-aband-09-03-24.jpg,2024-04-08,645,1423,4,7-64514234
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/gj4DXBC6/1077-2x-bmp2-dam-aband-19-03-24.jpg,2024-04-08,645,1424,4,7-64514244
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/wTTF8gN5/1067-bmp2-dam-aband-17-03-24.jpg,2024-04-08,645,1425,4,7-64514254
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/MpTqpTfs/1064-bmp2-dam-aband-01-04-24.jpg,2024-04-08,645,1426,4,7-64514264
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/rmSLPR7p/1070-bmp2-dam-aband-01-04-24.jpg,2024-04-08,645,1427,4,7-64514274
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/Zqvm6Mcp/1071-bmp2-dam-aband-01-04-24.jpg,2024-04-08,645,1428,4,7-64514284
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/HLKNBQgf/1000-bmp2-dam-aband-17-03-24.jpg,2024-04-08,645,1429,4,7-64514294
Russia,Soviet Union,1220 BMP-2(K),abandoned,https://i.postimg.cc/gkqfmXVZ/1002-bmp2-dam-aband-02-04-24.jpg,2024-04-08,645,1430,4,7-64514304
Russia,Russia,122mm 2B17 Tornado-G,abandoned,https://i.postimg.cc/Xq1jMGMk/5544.png,2022-03-31,648,1446,4,7-64814464
Russia,Soviet Union,122mm 2S1 Gvozdika,abandoned,https://i.postimg.cc/qBYJLRq1/63.png,2022-03-19,650,1455,4,7-65014554
Russia,Soviet Union,122mm 2S1 Gvozdika,abandoned,https://i.postimg.cc/pXrnFmJS/48j.png,2022-06-29,650,1472,4,7-65014724
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/1t68G6Ls/Screenshot-8400.png,2022-03-19,652,1565,4,7-65215654
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/T3WhvbLL/v54.png,2022-03-19,652,1566,4,7-65215664
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/3xDpBMBL/r44.png,2022-03-19,652,1567,4,7-65215674
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/7Zxh5pRG/r45.png,2022-03-19,652,1568,4,7-65215684
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/0QS7sKvJ/490.png,2022-03-19,652,1569,4,7-65215694
Russia,Soviet Union,122mm BM-21 'Grad',abandoned,https://i.postimg.cc/nr1Wrst0/439.png,2022-03-26,652,1580,4,7-65215804
Russia,Soviet Union,122mm BM-21 Grad,abandoned,https://i.postimg.cc/KvMqQ1rx/65g.png,2022-06-26,653,1608,4,7-65316084
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,https://i.postimg.cc/zXqyhypY/Screenshot-8404.png,2022-03-19,655,1661,4,7-65516614
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,https://i.postimg.cc/DwP0wn1y/Screenshot-8485.png,2022-03-19,655,1662,4,7-65516624
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,https://i.postimg.cc/Fs5rrPFD/g66.png,2022-03-19,655,1663,4,7-65516634
Russia,Soviet Union,122mm D-30 howitzer 2A18,abandoned,https://i.postimg.cc/XJ8bh0Y3/57.png,2022-03-29,655,1669,4,7-65516694
Russia,Soviet Union,1230 BMP-2(K),abandoned,https://i.postimg.cc/15c8Z07B/1091-bmp2-dam-aband-30-03-24.jpg,2024-05-09,663,1698,4,7-66316984
Russia,Soviet Union,1232 BMP-2(K),abandoned,https://i.postimg.cc/g2QfyTVc/1030-bmp2-dam-aband-09-04-24.jpg,2024-04-14,665,1708,4,7-66517084
Russia,Soviet Union,1232 BMP-2(K),abandoned,https://i.postimg.cc/1XmT5hQB/1043-bmp2-dam-aband-25-02-24.jpg,2024-04-14,665,1709,4,7-66517094
